,genres,keywords,popularity,title,vote_average,vote_count,movie_id,cast,crew
1318,"['Music', 'Drama', 'Comedy']","['rock star', 'success', 'discontentedness and displeasedness', 'heavy metal', 'relationship problems']",11.60815,Rock Star,6.0,190,12508,"['Mark Wahlberg', 'Jennifer Aniston', 'Jason Flemyng', 'Dominic West', 'Jason Bonham', 'Zakk Wylde', 'Jeff Pilson', 'Timothy Olyphant', 'Beth Grant', 'Timothy Spall']",['Stephen Herek']
1319,['Drama'],"['aids', 'illiteracy', 'song', 'unwillingly pregnant', 'balloon', 'school', 'crying', 'motorcycle']",18.664624,Precious,6.9,417,25793,"['Gabourey Sidibe', ""Mo'Nique"", 'Paula Patton', 'Mariah Carey', 'Lenny Kravitz', 'Sherri Shepherd', 'Stephanie Andujar', 'Chyna Layne', 'Amina Robinson', 'Xosha Roquemore']",['Lee Daniels']
1320,"['Action', 'Drama']","['sailing trip', 'diary', 'sailing', 'survival', 'coming of age', 'teenage boy', 'discipline', 'squall', 'sail', 'ship captain', 'caribbean', 'male bonding', 'seasickness', 'storm at sea', '1960s']",10.047579,White Squall,6.3,86,10534,"['Jeff Bridges', 'Caroline Goodall', 'John Savage', 'Scott Wolf', 'Jeremy Sisto', 'Ryan Phillippe', 'David Lascher', 'David Lascher', 'Eric Michael Cole', 'Jason Marsden']",['Ridley Scott']
1321,"['Horror', 'Mystery', 'Science Fiction']","['ice', 'space marine', 'paranoia', 'snow storm', 'norwegian', 'research station', 'remake', 'alien', 'antarctica', 'shape shifting alien', 'sled dogs']",52.731379,The Thing,7.8,1588,1091,"['Kurt Russell', 'Keith David', 'Wilford Brimley', 'Donald Moffat', 'Richard Dysart', 'Charles Hallahan', 'T. K. Carter', 'David Clennon', 'Peter Maloney', 'Richard Masur']",['John Carpenter']
1322,"['Science Fiction', 'Action', 'Thriller']","['dystopia', 'revenge', 'alien', 'planet', 'imax']",46.630062,Riddick,6.2,2035,87421,"['Vin Diesel', 'Karl Urban', 'Katee Sackhoff', 'Jordi Mollà', 'Bokeem Woodbine', 'Nolan Gerard Funk', 'Noah Danby', 'Keri Hilson', 'Neil Napier', 'Dave Bautista']",['David Twohy']
1323,"['Action', 'Adventure', 'Mystery', 'Thriller']","['loss of son', 'serial killer', 'train']",4.131546,Switchback,5.8,52,10871,"['Dennis Quaid', 'Danny Glover', 'R. Lee Ermey', 'Claudia Stedelin', 'Brent Hinkley', 'Jared Leto', 'Ian Nelson', 'Walton Goggins', 'Ted Levine', 'Louis Schaefer']",['Jeb Stuart']
1324,"['Action', 'Western']","['underwear', 'tiger', 'racial segregation']",5.641978,Texas Rangers,5.4,19,13503,"['James Van Der Beek', 'Rachael Leigh Cook', 'Ashton Kutcher', 'Dylan McDermott', 'Usher Raymond', 'Tom Skerritt', 'Randy Travis', 'Leonor Varela', 'Brian Martell', 'Alfred Molina']",['Steve Miner']
1325,"['Adventure', 'Family', 'Fantasy']","['underground world', 'mayor', 'adventure', 'post-apocalyptic', 'dystopia', 'puzzle', 'box', 'pipeworks']",23.465539,City of Ember,6.2,605,13600,"['Saoirse Ronan', 'Harry Treadaway', 'Mary Kay Place', 'Bill Murray', 'Martin Landau', 'Toby Jones', 'Tim Robbins', 'David Ryall', 'Ian McElhinney', 'B.J. Hogg']",['Gil Kenan']
1326,['Drama'],"['post traumatic stress  disorder', 'sexual obsession', 'postwar period', 'drifter', 'alcoholic', 'cult leader', 'scientology', 'religious cult', 'charismatic leader', 'right hand man']",25.682509,The Master,7.0,701,68722,"['Joaquin Phoenix', 'Philip Seymour Hoffman', 'Amy Adams', 'Laura Dern', 'Jesse Plemons', 'Ambyr Childers', 'Rami Malek', 'Madisen Beaty', ""Kevin J. O'Connor"", 'Patty McCormack']",['Paul Thomas Anderson']
1327,"['Adventure', 'Action', 'Comedy', 'Romance']",[],6.760922,Virgin Territory,4.3,75,14324,"['Ryan Cartwright', 'Hayden Christensen', 'Mischa Barton', 'Jay Villiers', 'Simone Spinazzè', 'Christopher Egan', 'Tim Roth', 'Craig Parkinson', 'Silvia Colloca', 'Chiara Gensini']",['David Leland']
1328,['Drama'],"['american football', 'college', 'biography', 'sport', 'syracuse university']",3.87823,The Express,7.1,71,14325,"['Rob Brown', 'Dennis Quaid', 'Darrin Henson', 'Charles S. Dutton', 'Aunjanue Ellis', 'Omar Benson Miller', 'Clancy Brown', 'Chadwick Boseman']",['Gary Fleder']
1329,"['Adventure', 'Science Fiction']","['based on novel', 'dystopia', 'alien', 'alien invasion', 'human subjugation', 'environmental disaster', 'based on young adult novel']",57.889964,The 5th Wave,5.6,1945,299687,"['Chloë Grace Moretz', 'Nick Robinson', 'Alex Roe', 'Maika Monroe', 'Zackary Arthur', 'Liev Schreiber', 'Maria Bello', 'Maggie Siff', 'Ron Livingston', 'Talitha Bateman']",['J Blakeson']
1330,['Drama'],"['underdog', 'sport', 'spin off', 'underground fighting', 'motivational speaker', 'boxing']",57.773583,Creed,7.3,1915,312221,"['Michael B. Jordan', 'Sylvester Stallone', 'Graham McTavish', 'Tessa Thompson', 'Phylicia Rashād', 'Hans Marrero', 'Will Blagrove', 'Tony Bellew', 'Ritchie Coster', ""Jacob 'Stitch' Duran""]",['Ryan Coogler']
1331,"['Crime', 'Drama', 'Thriller']","['based on novel', 'money laundering', 'ambulance', 'boston', 'massachusetts', 'bank manager', 'drug dealer', 'florist', 'flower shop', 'hold-up robbery', 'volunteer', 'stolen money', 'friends', 'car set on fire', 'boston garden', 'police chase', 'best friend', 'fenway park']",24.218358,The Town,7.0,1468,23168,"['Ben Affleck', 'Rebecca Hall', 'Jeremy Renner', 'Jon Hamm', 'Blake Lively', 'Owen Burke', 'Titus Welliver', 'Pete Postlethwaite', 'Chris Cooper', 'Corena Chase']",['Ben Affleck']
1332,"['Romance', 'Comedy', 'Drama']","['based on novel', 'adoption', 'pregnant', 'miscarriage', 'expectant father', 'pregnant wife', 'vomiting', 'expecting twins', 'open air cinema', 'giving birth']",27.009723,What to Expect When You're Expecting,5.8,594,76494,"['Cameron Diaz', 'Jennifer Lopez', 'Elizabeth Banks', 'Anna Kendrick', 'Brooklyn Decker', 'Matthew Morrison', 'Rodrigo Santoro', 'Ben Falcone', 'Dennis Quaid', 'Chace Crawford']",['Kirk Jones']
1333,"['Comedy', 'Drama']","['blackmail', 'paranoia', 'fitness-training', 'plastic surgery', 'autobiography', 'memory', 'corpse', 'divorce', 'gym', 'disc', 'ex priest']",31.941347,Burn After Reading,6.5,1222,4944,"['George Clooney', 'Frances McDormand', 'Brad Pitt', 'John Malkovich', 'Tilda Swinton', 'Richard Jenkins', 'Elizabeth Marvel', 'David Rasche', 'J.K. Simmons', 'Olek Krupa']",['Joel Coen']
1334,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['fictional place', 'exotic island', 'shipwreck', 'cruise', 'volcano', 'e-mail', 'liana', 'daughter', 'turtle', 'author', 'talking animal', 'pirate', 'woman director', 'iguana', 'sea lion']",14.353279,Nim's Island,5.6,330,10488,"['Abigail Breslin', 'Jodie Foster', 'Gerard Butler', 'Michael Carman', 'Mark Brady', 'Anthony Simcoe', 'Christopher James Baker', 'Maddison Joyce', 'Peter Callan', 'Rhonda Doyle']",['Jennifer Flackett']
1335,"['Drama', 'Action']","['world champion', 'sport', 'racing car', 'formula 1', 'automobile racing', 'based on true events']",33.003828,Rush,7.7,2277,96721,"['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde', 'Alexandra Maria Lara', 'Natalie Dormer', 'Christian McKay', 'Tom Wlaschiha', 'Pierfrancesco Favino', 'David Calder', 'Stephen Mangan']",['Ron Howard']
1336,['Drama'],"['farewell', 'regret', 'parents kids relationship', 'suicide attempt', 'becoming an adult', 'loss of father', 'dying and death', 'chance', 'child prodigy', 'daughter', 'unsociability', 'reconciliation']",30.993736,Magnolia,7.5,825,334,"['Julianne Moore', 'William H. Macy', 'John C. Reilly', 'Tom Cruise', 'Philip Baker Hall', 'Philip Seymour Hoffman', 'Jason Robards', 'Alfred Molina', 'Melora Walters', 'Michael Bowen']",['Paul Thomas Anderson']
1337,"['Action', 'Comedy', 'Crime']","['new york', 'money laundering', 'daughter', 'police', 'undercover cop', 'locked in trunk of car', 'baseball card', 'wedding', 'police officer', 'duringcreditsstinger']",25.825771,Cop Out,5.3,511,23742,"['Bruce Willis', 'Tracy Morgan', 'Juan Carlos Hernández', 'Seann William Scott', 'Michelle Trachtenberg', 'Jason Lee', 'Kevin Pollak', 'Adam Brody', 'Ana de la Reguera', 'Rashida Jones']",['Kevin Smith']
1338,"['Comedy', 'Romance']","['new york', 'based on novel', 'one-night stand', 'single']",46.078371,How to Be Single,5.9,1201,259694,"['Dakota Johnson', 'Rebel Wilson', 'Alison Brie', 'Nicholas Braun', 'Damon Wayans Jr.', 'Anders Holm', 'Jake Lacy', 'Jason Mantzoukas', 'Leslie Mann', 'Maria Breyman']",['Christian Ditter']
1339,"['Drama', 'Family']","['dolphin', 'boy', 'trap', 'summer', 'tail']",6.63839,Dolphin Tale,6.7,163,62837,"['Morgan Freeman', 'Ashley Judd', 'Harry Connick Jr.', 'Nathan Gamble', 'Kris Kristofferson', 'Ray McKinnon', 'Frances Sternhagen', 'Cozi Zuehlsdorff', 'Nicholas Turner Martin', 'Carlos Jorge Guerrero']",['Charles Martin Smith']
1340,"['Adventure', 'Fantasy', 'Drama', 'Romance']","['soulmates', 'vampire', 'forbidden love', 'immortality', 'trust', 'desire', 'duringcreditsstinger', 'woman director', 'interspecies romance', 'based on young adult novel', 'fang vamp']",127.084938,Twilight,5.8,3561,8966,"['Kristen Stewart', 'Robert Pattinson', 'Billy Burke', 'Taylor Lautner', 'Peter Facinelli', 'Ashley Greene', 'Jackson Rathbone', 'Elizabeth Reaser', 'Kellan Lutz', 'Nikki Reed']",['Catherine Hardwicke']
1341,"['Drama', 'Thriller', 'Crime']","['father son relationship', 'chicago', 'heart attack', 'kidnapping', 'heart disease', 'hostage-taking', 'hospital']",27.465433,John Q,7.0,594,8470,"['Denzel Washington', 'Robert Duvall', 'Anne Heche', 'Kimberly Elise', 'Daniel E. Smith', 'Larissa Laskin', 'James Woods', 'Ethan Suplee', 'Shawn Hatosy', 'Heather Wahlquist']",['Nick Cassavetes']
1342,"['Action', 'Comedy', 'Crime']","['robbery', 'diamant', 'police operation', 'police everyday life', 'thief', 'police officer', 'police station']",16.865782,Blue Streak,6.1,352,11001,"['Martin Lawrence', 'Luke Wilson', 'Dave Chappelle', 'Peter Greene', 'Nicole Ari Parker', 'William Forsythe', 'Graham Beckel', 'Robert Miranda', 'Olek Krupa', 'Saverio Guerra']",['Les Mayfield']
1343,"['Comedy', 'Crime']","['mexico', 'police', 'gang', 'drug smuggling', 'drug', 'family']",100.348805,We're the Millers,6.8,2972,138832,"['Jason Sudeikis', 'Jennifer Aniston', 'Will Poulter', 'Emma Roberts', 'Ed Helms', 'Nick Offerman', 'Thomas Lennon', 'Kathryn Hahn', 'Molly C. Quinn', 'Tomer Sisley']",['Rawson Marshall Thurber']
1344,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']","['based on novel', 'brother sister relationship', 'sword fight', 'spaceship', 'strugatsky', 'brainwashing', 'big city', 'girlfriend from china', 'hard to kill', 'outer space', 'testting', 'testing', 'head of state']",2.785832,The Inhabited Island,5.3,23,16911,"['Vasily Stepanov', 'Pyotr Fyodorov', 'Юлия Снигирь', 'Fyodor Bondarchuk', 'Sergey Garmash', 'Mikhail Evlanov', 'Anna Mikhalkova', 'Sergei Barkovsky', 'Maksim Sukhanov', 'Ignat Akrachkov']",['Fyodor Bondarchuk']
1345,"['Drama', 'Action', 'Thriller']","['california', 'bank', 'ransom', 'car breakdown', 'kidnapping', 'donut', 'highway', 'barn', 'vacation', 'stranded', 'deception', 'murder', 'suspense', 'redneck', 'diner', 'extortion', 'captive', 'car chase', 'desert', 'moving', 'trucker']",9.176339,Breakdown,6.6,198,2163,"['Kurt Russell', 'J. T. Walsh', 'Kathleen Quinlan', 'M.C. Gainey', 'Jack Noseworthy', 'Rex Linn', 'Ritch Brinkley', 'Moira Harris', 'Kim Robillard', 'Thomas Kopache']",['Jonathan Mostow']
1346,"['Adventure', 'Action', 'Thriller']","['video game', 'spy', 'bahamas', 'british', 'stealing', 'scuba diving', 'scuba', 'british secret service']",23.380757,Never Say Never Again,5.8,338,36670,"['Sean Connery', 'Kim Basinger', 'Klaus Maria Brandauer', 'Edward Fox', 'Barbara Carrera', 'Max von Sydow', 'Bernie Casey', 'Alec McCowen', 'Pamela Salem', 'Rowan Atkinson']",['Irvin Kershner']
1347,"['Science Fiction', 'Comedy', 'Adventure']","['female nudity', 'one-night stand', 'time travel', 'time machine', 'incest overtones', 'hot tub', 'peter pan syndrome', 'forty something', 'skiing']",33.926473,Hot Tub Time Machine,6.0,894,23048,"['John Cusack', 'Lizzy Caplan', 'Rob Corddry', 'Craig Robinson', 'Clark Duke', 'Chevy Chase', 'Sebastian Stan', 'Collette Wolfe', 'Lyndsy Fonseca', 'Crispin Glover']",['Steve Pink']
1348,"['Family', 'Drama']","['dolphin', 'aquarium', 'swimming']",6.967857,Dolphin Tale 2,6.7,96,227735,"['Morgan Freeman', 'Ashley Judd', 'Nathan Gamble', 'Cozi Zuehlsdorff', 'Harry Connick Jr.', 'Kris Kristofferson', 'Bethany Hamilton', 'Austin Stowell', 'Austin Highsmith', 'Denisea Wilson']",['Charles Martin Smith']
1349,['Thriller'],"['prison', 'robbery', 'role reversal', 'extramarital affair']",11.470135,Reindeer Games,5.4,173,2155,"['Ben Affleck', 'Gary Sinise', 'Charlize Theron', 'Dennis Farina', 'Donal Logue', 'Danny Trejo', 'Isaac Hayes', 'James Frain', 'Dana Stubblefield', 'Mark Acheson']",['John Frankenheimer']
1350,"['Action', 'Drama']","['repayment', 'arbitrary law', 'cop', 'loss of wife']",19.854932,A Man Apart,5.8,258,8409,"['Vin Diesel', 'Larenz Tate', 'Timothy Olyphant', 'Geno Silva', 'Jacqueline Obradors', 'Steve Eastin', 'Juan Fernández', 'Jeff Kober', 'Marco Rodríguez', 'Mike Moroff']",['F. Gary Gray']
1351,"['Drama', 'Comedy', 'Romance']","['love triangle', 'hawaii', 'satellite', 'military', 'duringcreditsstinger', 'communication']",29.652536,Aloha,5.2,692,222936,"['Bradley Cooper', 'Emma Stone', 'Rachel McAdams', 'Bill Murray', 'John Krasinski', 'Danny McBride', 'Alec Baldwin', 'Bill Camp', 'Jaeden Lieberher', 'Danielle Rose Russell']",['Cameron Crowe']
1352,"['History', 'Drama']","['assassin', 'widow', 'trial', 'civil rights', 'activist']",8.102925,Ghosts of Mississippi,6.2,40,31908,"['Alec Baldwin', 'James Woods', 'Virginia Madsen', 'Whoopi Goldberg', 'Craig T. Nelson', 'William H. Macy', 'Susanna Thompson', 'Lucas Black', 'Joseph Tello', 'Alexa PenaVega']",['Rob Reiner']
1353,"['Drama', 'Romance']","['journalist', 'japanese', 'wife', 'fisherman', 'war', 'bias', 'trial', 'washington state', 'japanese american']",2.79483,Snow Falling on Cedars,6.3,32,10219,"['Ethan Hawke', 'Youki Kudoh', 'Reeve Carney', 'Anne Suzuki', 'Rick Yune', 'Max von Sydow', 'James Rebhorn', 'James Cromwell', 'Richard Jenkins', 'Arija Bareikis']",['Scott Hicks']
1354,"['Drama', 'Thriller', 'Horror']","['vatican', 'violinist', 'hospital', 'miscarriage', 'exorcist', 'roman catholic', 'seminary', 'limp', 'toad', 'clergy', 'formalin', 'walking cane']",11.492474,The Rite,5.8,556,48171,"['Anthony Hopkins', ""Colin O'Donoghue"", 'Alice Braga', 'Toby Jones', 'Ciarán Hinds', 'Rutger Hauer', 'Marta Gastini', 'Maria Grazia Cucinotta', 'Arianna Veronesi', 'Andrea Calligari']",['Mikael Håfström']
1355,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']","['paraplegic', 'suicide attempt', 'cheating', 'dna', 'spaceman', 'new identity', 'heart disease', 'false identity', 'blood sample', 'biotechnology', 'space mission', 'dystopia', 'investigation', 'genetics', 'hostility', 'exercise', 'eugenics', 'dystopic future']",70.398356,Gattaca,7.5,1808,782,"['Ethan Hawke', 'Jude Law', 'Gore Vidal', 'Uma Thurman', 'Alan Arkin', 'Xander Berkeley', 'Jayne Brook', 'William Lee Scott', 'Loren Dean', 'Ernest Borgnine']",['Andrew Niccol']
1356,"['Drama', 'Comedy']","['autism', 'based on article']",1.068453,Isn't She Great,4.6,14,75531,"['Bette Midler', 'Nathan Lane', 'Stockard Channing', 'David Hyde Pierce', 'John Cleese', 'John Larroquette', 'Amanda Peet', 'Dina Spybey-Waters']",['Andrew Bergman']
1357,"['Animation', 'Family']","['space marine', 'chimp', 'space', 'aftercreditsstinger']",6.293217,Space Chimps,5.2,99,11802,"['Andy Samberg', 'Cheryl Hines', 'Jeff Daniels', 'Patrick Warburton', 'Kristin Chenoweth', 'Kenan Thompson', 'Zack Shada', 'Carlos Alazraqui', 'Omid Abtahi', 'Patrick Breen']",['Kirk De Micco']
1358,['Comedy'],"['usa', 'black people', 'usa president', 'presidential election', 'election campaign']",3.457194,Head of State,5.3,71,9776,"['Chris Rock', 'Bernie Mac', 'Dylan Baker', 'Nick Searcy', 'Lynn Whitfield', 'Robin Givens', 'Tamala Jones', 'James Rebhorn', 'Keith David', 'Tracy Morgan']",['Chris Rock']
1359,['Comedy'],"['underwear', 'tiger', 'stag night', 'hangover', 'lost weekend', 'bag over head', 'chapel', 'hit with tire iron', 'memory loss', 'las vegas', 'duringcreditsstinger', 'elevator']",82.21166,The Hangover,7.2,6173,18785,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Heather Graham', 'Sasha Barrese', 'Jeffrey Tambor', 'Ken Jeong', 'Rachael Harris', 'Mike Tyson']",['Todd Phillips']
1360,"['Action', 'Drama', 'History']",['biography'],19.167377,Ip Man 3,6.5,379,365222,"['Donnie Yen', 'Lynn Hung', 'Zhang Jin', 'Patrick Tam', 'Karena Ng', 'Kent Cheng', 'Louis Cheung', 'Leung Kar-Yan', 'Mike Tyson', 'Danny Chan Kwok-Kwan']",['Wilson Yip']
1361,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']","['saving the world', 'moon', 'submarine', 'clone', 'spy', 'cia', 'showdown', 'android', 'usa president', 'exotic island', 'cat', 'lasergun', 'nasa', 'undercover', 'space marine', 'car journey', 'auto', 'time travel', 'supermodel', 'single', 'aftercreditsstinger', 'duringcreditsstinger']",18.316151,Austin Powers: The Spy Who Shagged Me,6.2,1011,817,"['Mike Myers', 'Heather Graham', 'Michael York', 'Robert Wagner', 'Rob Lowe', 'Seth Green', 'Mindy Sterling', 'Verne Troyer', 'Elizabeth Hurley', 'Gia Carides']",['Jay Roach']
1362,"['Fantasy', 'Action']","['double life', 'dc comics', 'dual identity', 'chemical', 'crime fighter', 'fictional place', 'gotham city', 'superhero', 'super powers']",44.104469,Batman,7.0,2096,268,"['Jack Nicholson', 'Michael Keaton', 'Kim Basinger', 'Michael Gough', 'Pat Hingle', 'Billy Dee Williams', 'Jack Palance', 'Jerry Hall', 'Tracey Walter', 'Lee Wallace']",['Tim Burton']
1363,"['Fantasy', 'Action']","['double life', 'dc comics', 'dual identity', 'chemical', 'crime fighter', 'fictional place', 'gotham city', 'superhero', 'super powers']",44.104469,Batman,7.0,2096,2661,"['Adam West', 'Burt Ward', 'Lee Meriwether', 'Cesar Romero', 'Burgess Meredith', 'Frank Gorshin', 'Alan Napier', 'Neil Hamilton', 'Stafford Repp', 'Madge Blake']",['Leslie H. Martinson']
1364,"['Family', 'Adventure', 'Comedy', 'Science Fiction', 'Crime']","['submarine', 'dc comics', 'missile', 'shark attack', 'rescue', 'shark', 'shark repelent', 'black cat', 'super powers']",9.815394,Batman,6.1,203,268,"['Jack Nicholson', 'Michael Keaton', 'Kim Basinger', 'Michael Gough', 'Pat Hingle', 'Billy Dee Williams', 'Jack Palance', 'Jerry Hall', 'Tracey Walter', 'Lee Wallace']",['Tim Burton']
1365,"['Family', 'Adventure', 'Comedy', 'Science Fiction', 'Crime']","['submarine', 'dc comics', 'missile', 'shark attack', 'rescue', 'shark', 'shark repelent', 'black cat', 'super powers']",9.815394,Batman,6.1,203,2661,"['Adam West', 'Burt Ward', 'Lee Meriwether', 'Cesar Romero', 'Burgess Meredith', 'Frank Gorshin', 'Alan Napier', 'Neil Hamilton', 'Stafford Repp', 'Madge Blake']",['Leslie H. Martinson']
1366,['Drama'],"['spanish civil war', 'priest', 'independent film', 'catholic', 'dying', 'saint', 'martyrdom']",6.668679,There Be Dragons,5.9,27,45054,"['Charlie Cox', 'Dougray Scott', 'Wes Bentley', 'Rodrigo Santoro', 'Jordi Mollà', 'Derek Jacobi', 'Ana Torrent', 'Geraldine Chaplin', 'Charles Dance', 'Lily Cole']",['Roland Joffé']
1367,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","['rookie cop', 'dog biscuit', 'shooting practice', 'sitting on a toilet', 'judo throw', 'police psychologist', 'buddy cop', 'firing range', 'aftercreditsstinger']",36.172182,Lethal Weapon 3,6.4,811,943,"['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo', 'Stuart Wilson', 'Steve Kahan', 'Mary Ellen Trainor', 'Darlene Love', 'Traci Wolfe', 'Ebonie Smith']",['Richard Donner']
1368,['Drama'],"['american football', 'adoption', 'education', 'private school', 'sport', 'american football player', 'duringcreditsstinger']",25.767395,The Blind Side,7.2,1597,22881,"['Sandra Bullock', 'Quinton Aaron', 'Kathy Bates', 'Tim McGraw', 'Jae Head', 'Lily Collins', 'Ray McKinnon', 'Kim Dickens', 'Adriane Lenox', 'Catherine Dyer']",['John Lee Hancock']
1369,"['Action', 'Comedy', 'Family', 'Adventure']","['double life', 'parents kids relationship', 'brother sister relationship', 'loss of parents', 'secret agent', 'robot']",21.543389,Spy Kids,5.5,867,10054,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas', 'Carla Gugino', 'Alan Cumming', 'Teri Hatcher', 'Cheech Marin', 'Danny Trejo', 'Robert Patrick', 'Tony Shalhoub']",['Robert Rodriguez']
1370,"['Comedy', 'Crime']","['conspiracy of murder', 'bad boss', 'employee', 'death of father', 'stakeout', 'duringcreditsstinger']",50.309843,Horrible Bosses,6.5,2277,51540,"['Jennifer Aniston', 'Jason Bateman', 'Charlie Day', 'Jason Sudeikis', 'Colin Farrell', 'Jamie Foxx', 'Donald Sutherland', 'Lindsay Sloane', 'John Francis Daley', 'Kevin Spacey']",['Seth Gordon']
1371,"['Drama', 'Adventure', 'Western']","['loss of father', 'father murder', 'texas ranger', 'alcoholism', 'betrayal']",49.292384,True Grit,7.2,1668,44264,"['Jeff Bridges', 'Matt Damon', 'Josh Brolin', 'Barry Pepper', 'Hailee Steinfeld', 'Domhnall Gleeson', 'Bruce Green', 'Ed Lee Corbin', 'Roy Lee Jones', 'Paul Rae']",['Joel Coen']
1372,"['Comedy', 'Drama', 'Romance']","['paris', 'journalist', 'journalism', 'world of fasion', 'fashion journal', 'assistant', 'job entrant', 'job interview', 'editor-in-chief']",83.893257,The Devil Wears Prada,7.0,3088,350,"['Meryl Streep', 'Anne Hathaway', 'Emily Blunt', 'Stanley Tucci', 'Simon Baker', 'Adrian Grenier', 'Tracie Thoms', 'Rich Sommer', 'Daniel Sunjata', 'David Marshall Grant']",['David Frankel']
1373,"['Science Fiction', 'Adventure', 'Mystery']","['artificial intelligence', 'uss enterprise', 'starfleet', 'san francisco', 'self sacrifice', 'spacecraft', 'klingon', 'vulcan', 'space opera']",24.616634,Star Trek: The Motion Picture,6.2,530,152,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei', 'Walter Koenig', 'Nichelle Nichols', 'Majel Barrett', 'Persis Khambatta', 'Stephen Collins']",['Robert Wise']
1374,"['Comedy', 'Crime']",[],34.005726,Identity Thief,5.6,1645,109431,"['Jason Bateman', 'Melissa McCarthy', 'Jon Favreau', 'Amanda Peet', 'T.I.', 'Génesis Rodríguez', 'Morris Chestnut', 'John Cho', 'Robert Patrick', 'Eric Stonestreet']",['Seth Gordon']
1375,"['Crime', 'Thriller']","['prison', 'child abuse', 'rape', 'small town', 'daughter', 'police', 'revenge', 'lawyer', 'cigar smoking', 'fear', 'dog', 'rapist']",27.714043,Cape Fear,7.0,675,1598,"['Robert De Niro', 'Nick Nolte', 'Jessica Lange', 'Juliette Lewis', 'Joe Don Baker', 'Robert Mitchum', 'Gregory Peck', 'Illeana Douglas', 'Fred Dalton Thompson', 'Zully Montero']",['Martin Scorsese']
1376,"['Drama', 'Crime']","['gambling', 'card game', 'professor', 'harvard university', 'cohabitant', 'college', 'girlfriend', 'studies', 'dormitory', 'friendship', 'blackjack']",45.149948,21,6.5,1375,8065,"['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth', 'Aaron Yoo', 'Liza Lapira', 'Jacob Pitts', 'Laurence Fishburne', 'Jack McGee', 'Josh Gad', 'Sam Golzari']",['Robert Luketic']
1377,['Comedy'],"['alcohol', 'one-night stand']",72.774941,Trainwreck,5.9,1181,271718,"['Amy Schumer', 'Bill Hader', 'Brie Larson', 'Colin Quinn', 'Vanessa Bayer', 'Tilda Swinton', 'LeBron James', 'Mike Birbiglia', 'John Cena', 'Dave Attell']",['Judd Apatow']
1378,"['Comedy', 'Romance']","['black people', 'jealousy', 'parents-in-law', 'trouble', 'fiancée']",3.74263,Guess Who,5.5,225,11638,"['Bernie Mac', 'Ashton Kutcher', 'Zoe Saldana', 'Judith Scott', 'Hal Williams', 'Kellee Stewart', 'Jessica Cauffiel']",['Kevin Rodney Sullivan']
1379,"['Drama', 'Romance', 'War']","['cairo', 'egypt', 'identity', 'amnesia', 'world war ii', 'burn', 'landmine', 'expedition', 'cave', 'sandstorm', 'royal geographic society', 'cave painting', 'prisoners of war', 'map', 'mine clearer', 'hearing', 'desert scientist', 'intelligence', 'traitor', 'mural painting', 'airplane', 'secret love']",29.381878,The English Patient,7.0,542,409,"['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe', 'Kristin Scott Thomas', 'Naveen Andrews', 'Colin Firth', 'Julian Wadham', 'Torri Higginson', 'Jürgen Prochnow', 'Kevin Whately']",['Anthony Minghella']
1380,"['Crime', 'Drama', 'Mystery', 'Thriller']","['corruption', 'detective', 'shotgun', 'morgue', 'f word', 'domestic violence', 'corpse', 'crime', 'district attorney', 'bandage', 'movie star', 'man with glasses', 'knife in thigh', 'good cop bad cop', 'switchblade', 'call girl', '1950s', 'falsifying']",24.860326,L.A. Confidential,7.7,1310,2118,"['Kevin Spacey', 'Guy Pearce', 'Danny DeVito', 'James Cromwell', 'Kim Basinger', 'Russell Crowe', 'David Strathairn', 'Ron Rifkin', 'Matt McCoy', 'Paul Guilfoyle']",['Curtis Hanson']
1381,"['Adventure', 'Comedy', 'Family']","['hero', 'loyalty', 'mockery', 'supernatural powers', 'high school', 'mission', 'super powers', 'teen superheroes']",11.041659,Sky High,5.8,550,11459,"['Michael Angarano', 'Kurt Russell', 'Kelly Preston', 'Danielle Panabaker', 'Kevin Heffernan', 'Dee Jay Daniels', 'Kelly Vitz', 'Mary Elizabeth Winstead', 'Lynda Carter', 'Bruce Campbell']",['Mike Mitchell']
1382,"['Comedy', 'Romance']","['gay', 'homophobia', 'coming out', 'lgbt']",11.897925,In & Out,6.3,177,10806,"['Kevin Kline', 'Joan Cusack', 'Tom Selleck', 'Matt Dillon', 'Debbie Reynolds', 'Wilford Brimley', 'Bob Newhart', 'Gregory Jbara', 'Shalom Harlow', 'Shawn Hatosy']",['Frank Oz']
